0,0.0,92.82946014,-3.9685173
1,-0.0,92.94770813,9.81686878
2,4.68812609,93.03284454,9.00088978
3,3.15623569,92.99075317,9.46687412
4,6.1430068,93.08488464,8.31314564
5,7.46610117,93.13831329,7.37714052
6,8.55177307,93.21937561,6.15224361
7,9.31572247,93.27197266,4.68783569
8,8.10818958,93.2121048,-1.62650299
9,9.09135151,93.2456131,-0.21577522
10,6.77071571,93.15934753,-2.73524117
11,5.20948458,93.10307312,-3.58053637
12,3.51751471,93.01621246,-4.06857061
13,1.58621871,92.96016693,9.73477459
14,1.76722693,92.88333893,-4.03821468
15,9.60172176,93.28247833,1.39485145
16,9.6799612,93.27597809,3.05759096
17,2.93704677,148.23455811,9.27133274
18,3.22896075,148.20327759,9.31994343
19,4.23060465,148.21356201,9.3985939
20,5.50259542,148.36842346,9.25380611
21,6.71660995,148.67221069,8.79577923
22,7.68890142,149.05575562,8.11958408
23,8.00011539,149.2076416,7.77880764
24,2.81106138,151.28256226,9.33704758
25,3.20202851,152.01647949,9.43971062
26,4.01361084,152.66279602,9.48287773
27,5.15362501,152.9861908,9.29914951
28,6.31159544,152.86372375,8.77559471
29,7.29897118,152.38078308,8.21718884
30,7.770823,151.67974854,7.72631741
31,3.67840195,148.19699097,9.37218952
32,4.84607124,148.26815796,9.36247921
33,6.1445961,148.50236511,9.05836296
34,7.24792099,148.8686676,8.48134327
35,2.92928433,151.73312378,9.40973759
36,3.58534598,152.34957886,9.46760845
37,4.54173088,152.89280701,9.43092346
38,5.75504541,152.99237061,9.09194088
39,6.8485713,152.64430237,8.5014925
40,7.58744144,152.09571838,7.96198225
41,2.80814123,148.17631531,9.3458252
42,3.19342494,148.07723999,9.42941284
43,4.29298449,147.99923706,9.50538254
44,5.68205166,148.11634827,9.36262798
45,7.06281328,148.37808228,8.77331066
46,8.05206966,148.79682922,7.93388367
47,8.31980038,149.07780457,7.53106546
48,8.01186466,152.00805664,7.68904686
49,3.04096484,152.32012939,9.6477747
50,3.91277671,153.09849548,9.72742844
51,5.08257771,153.50942993,9.50293255
52,6.3591814,153.36705017,8.97675705
53,7.41732168,152.80534363,8.31871986
54,3.69552231,148.01712036,9.48514652
55,4.96505737,148.03851318,9.47750568
56,6.40235472,148.22744751,9.11965466
57,7.62478876,148.56822205,8.3663311
58,2.75900412,151.88188171,9.55458069
59,3.43014669,152.74731445,9.71334171
60,4.46464443,153.36068726,9.65835381
61,5.72808266,153.50686646,9.28138351
62,6.92871284,153.12376404,8.65211391
63,7.78336668,152.45152283,7.99218321
64,0.15752463,144.28010559,12.52609158
65,0.72139329,137.94958496,10.25354481
66,0.71284163,140.35572815,11.98087406
